transcript,wav_filename,wav_filesize
Hozircha o’xshayapti. Tavsiya qilaman.,AwACAgEAAxkBAAJcdGAzaawOFz_JVKvUb5_dKLFRtdYdAAL5AQACBfKYRdW2EYkbESGPHgQ.wav,13610
"Kutubxona deganda, odatda, ko`plab kitoblar terib qo`yilgan, uzun, katta javonlar joylashgan xonalar ko`z oldimizga keladi.",AwACAgIAAxkBAAIBel-g8YfwgNiuPq_NZkhgxr-tD2F5AAKbCAACAhoISfk5i52yTdvvHgQ.wav,32773
"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAILQF-hqKt2-qDdZGcYW7s8f6z0zVI8AAJ5CQAC7FIQSXJugHqWFuLgHgQ.wav,21274
Olomon qurol-aslaha omborlariga hujum qiladi,AwACAgIAAxkBAAIKhF-hpXd7nGJJN7Gn0777zeOn2vELAALqBwAC-QoQSUghJ5MaHcmmHgQ.wav,13092
Olomon qurol-aslaha omborlariga hujum qiladi,AwACAgIAAxkBAAIU-V-jtGVW2JZGvHC4NDu4bysAAZTZAgACHAkAAsCfGEnLl5ufn91SQx4E.wav,10979
"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAIYdl-kud7Op-AQjlxwBZqWLVN96Rt9AAJQBwAC7ugpSQgaeuIDmaAHHgQ.wav,28477
"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAIYxF-kvlpz4q2OfdgZTsBhT4N_YGS3AAKdCQAC6uwpSdlXIVjcGNQ4HgQ.wav,19451
"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAJAUV_NwFgUlQtLnhApttCWYS2zMBEuAALxCgACB2NxSrxwFH2ONjATHgQ.wav,54867
Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAJAyV_PCGorIliSK8ZB8KwTJ53HDGzDAAKnCAACfb55SnvJa1K7KjYpHgQ.wav,9837
Meva-sabzavotlar narxlari bozorlarda bir-biridan ko‘p ham farq qilmaydi.,AwACAgEAAxkBAAJCtF_dkxIqHA5Dlm1c2FJTEjQqYY_IAALzAAMZafFGKPhOh-tEoV0eBA.wav,19754
Men maxluqni o‘ldirdim,AwACAgIAAxkBAAJD3F_wQveSXUhW1HX_NLQTBRSBszyHAAJ-CQAClqmAS7wxMnEeqyqlHgQ.wav,8324
Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAJE8l_91hI8EyVeaZXLJ6-FRmWFNAS_AALkCwACrSjxSwSNdtlsuxOwHgQ.wav,35331
Ushbu avtomobil tannarxini tushirish uchun uning konstruksiya qismlarini maksimal darajada saqlab qolish harakatidamiz.,AwACAgIAAxkBAAJE9l_91ihSAizVw2J4sC4j4RfADlSNAALnCwACrSjxSwtr7J9kp3CtHgQ.wav,73895
Ustigа kichkinаginа bir to‘shаkni yoydi,AwACAgIAAxkBAAJFwmAFb8FMomm_G4XEe8fU3rrnOLZ0AAIjCwACnDcpSB31CCmkzBr_HgQ.wav,9251
"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAJGkmAIe3ia6GFjErnA8JV0p96njHnsAALUCgAC3MVISA4NZu_tOV7dHgQ.wav,27915
Katta yangilik!,AwACAgIAAxkBAAJEIl_wRMnq4RvreymWwpeI0a7se2aMAAKlCQAClqmAS1XUD5QK5NrgHgQ.wav,5411
o'nta so'zli chiroyli gap bo'lishi mumkin edi.,AwACAgEAAxkBAAJae2AzZZOnq1N8XWRocLTEAronYwbIAAKoAQACBfKYRXFvmUHkVR8uHgQ.wav,17658
"Kutubxona deganda, odatda, ko`plab kitoblar terib qo`yilgan, uzun, katta javonlar joylashgan xonalar ko`z oldimizga keladi.",AwACAgIAAxkBAAJbcGAzZz6PuXRcIfuZrMwMA89Mv472AAKRCwACSwiYST2w7yZgxbNpHgQ.wav,22297
"Lekin bilasiz, siyosatchilar propaganda qilishni sevadilar.",AwACAgEAAxkBAAJbsGAzZ6c7oWSblN7sLMFVSNZoHerWAALRAQACBfKYRVP88VSCWuF5HgQ.wav,19898
"Qisqasi, matematik bo’lmoqchi bo’lganlar tarix yoki falsafa o’qimasligi katta xato.",AwACAgEAAxkBAAJb8GAzaCeWQp0LFx-2mz1JwNfhQhryAALbAQACBfKYRcdB4-Yhwf12HgQ.wav,31068
Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAIBRl-g8WX5f3FUwK366zz5TEVP9ZMUAAKXCAACAhoISUkcz65pIC7fHgQ.wav,19109
Tavsiya qilaman.,AwACAgIAAxkBAAILBV-hp65hVEyRIjOpIOW1CJgAAZSxmQACJwgAAvkKEEn7QH96_DsX6x4E.wav,7552
Tarjimonning birinchi davlat dumasi bilan uchrashuvi boʻlib oʻtdi,AwACAgIAAxkBAAIKxF-hpoZ_jfYP-gMHxC11rFewox3ZAAIHCAAC-QoQSdDS-O0dxVzCHgQ.wav,17571
"Kiyik go‘shti qovurilib, dasturxonga tortilibdi",AwACAgIAAxkBAAIKhl-hpX4vUFlXhD-B34tJqvcnExv5AALrBwAC-QoQSXCnUzDsq9llHgQ.wav,13656
"Faqat Unga ishonish, Uning yozganiga, qadariga rozi boʻlish va har narsaga shukr qila bilish kerak halos",AwACAgIAAxkBAAITD1-jDHMsSDovjbmd-McqN7t5sPJSAAJNCgAC1jwYScxhrNbWyF0VHgQ.wav,27720
boshqalar his-tuyg‘ularini dugonalariga ayta beradilar.,AwACAgIAAxkBAAISUV-jAXTj-q1meRCVFj96239o6YgjAALTCQAC1jwYSd7D1O6sOioqHgQ.wav,15122
Barchasi oʻzingizdan boshlanishi kerak.,AwACAgIAAxkBAAISkV-jA9EEY9AJktuzSZdvOrxlBNx7AAL3CQAC1jwYSUlryyaWkuPHHgQ.wav,9446
Bu narsa badgumonlikka olib keladi,AwACAgIAAxkBAAIVTV-jte67aGKM_RgERmN4pW3WztY2AAJICQACwJ8YSRhty4jfUMhHHgQ.wav,7821
"Men arxitektor emasman, lekin goʻzallikni yaxshi koʻraman.",AwACAgIAAxkBAAIYCV-ks0twMXS71bm2AUAjDTyTTaDFAALBCgACwJ8gSX-0hbZIFlcPHgQ.wav,13196
yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAJAHl_NDX-BTeS4ZFgD-0fykrru1Ui3AAL-CgACkflpSpL3cp_fJdjuHgQ.wav,21512
Xalq qasoskori bo'lmish Sarvar aravasiga kim chiqadi,AwACAgIAAxkBAAJAW1_N0-E8TGlEa8X_g38IA5bltg-0AAKUCQACRXpwSj8qlVwlyA-1HgQ.wav,23084
Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAJCZl_cWU_5HULdbrK3UlhiqjVpMrDoAAI3CAACsrbhSr4qGKMAAdHjMx4E.wav,15096
Xalq qasoskori bo'lmish Sarvar aravasiga kim chiqadi,AwACAgIAAxkBAAJD5F_wQxP9yeWQro2yEghBi-kHG9ydAAKDCQAClqmAS-wjNRRQ-aqhHgQ.wav,16837
Tabiat bizga imkonsiz narsalar sodir bo’lishi ehtimoli borligini o’rgatadi.,AwACAgIAAxkBAAJEAAFf8EQuh1KrovTotaPzZzi9O8og6AAClAkAApapgEvz-W41SwABFTQeBA.wav,20428
Xullas shu kino chiqishini intizorlik bilan kutaman.,AwACAgIAAxkBAAJEQF_wRWR27MeRCkQ1VB5wgTvCG0-iAAK1CQAClqmAS3EUGSsD7J9KHgQ.wav,12948
Kinematik sxema va uni boshqaradigan elastik boshqaruv dasturini ishlab chiqyapmiz.,AwACAgIAAxkBAAJE-l_91kCjsumOgGDhKYujPQRLbc4lAALpCwACrSjxS-oC1xSqJHSHHgQ.wav,47851
"Elektron kutubxonada javonlar vazifasini jildlar, kitoblar vazifasini esa Internet saxifalari bajaradi.",AwACAgIAAxkBAAJFTGAFZ8HJOffBATQcQj4OYCRVVD1hAALfCgACnDcpSPOS47xGp4UaHgQ.wav,21378
Pomidor va bodring ayrim hududlar markazlarida keskin qimmatlagan.,AwACAgIAAxkBAAJFaGAFaFuC2oVGf53jqkEiOFPk0FtxAALxCgACnDcpSMew_o6-yv6DHgQ.wav,12711
Koʻrasiz barchasini unga aytib beraman.,AwACAgIAAxkBAAJFjGAFbv2UHmuj5jxUwMYGbMB_C6APAAIICwACnDcpSMKrc8kkRWhOHgQ.wav,8023
Qirol islohotlarni bekor qiladi,AwACAgIAAxkBAAJFqGAFb2VzsBMhWJLjEJxVmi5WStslAAIWCwACnDcpSE2LOS0hlHlPHgQ.wav,7860
"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",AwACAgIAAxkBAAJF_WAF9Ozm08Nw_i8dDbd18gG0v7MzAAL2DAACWooxSB0LSpB-7AfXHgQ.wav,29875
"Kutubxona deganda, odatda, ko`plab kitoblar terib qo`yilgan, uzun, katta javonlar joylashgan xonalar ko`z oldimizga keladi.",AwACAgIAAxkBAAJGGWAF9hg0kpSJxpE-GHkR2BBv9mOvAAIEDQACWooxSKm6M-GXXJFFHgQ.wav,25770
“Yashirin iqtisodiyot” bilan kurashish ancha qiyin va uddasidan chiqish mushkul boʻlgan masala.,AwACAgIAAxkBAAJHDWAVby3uu5FtH6WNDCMUOkt-ehFgAAK3CgACSVSxSEEMrIKc4wdLHgQ.wav,15357
Monopoliyaga qarshi kurashish qo‘mitasi tomonidan qonun hujjatlari talablari buzilganligi holati yuzasidan xususiy ajrim chiqarish yo‘li bilan munosabat bildirildi.,AwACAgIAAxkBAAJbOGAzZuyWLOIHu-medkaX5ma6Qt3DAAL1CgAC1_CZSYiQiX1wwjWaHgQ.wav,38459
Koʻrasiz barchasini unga aytib beraman.,AwACAgIAAxkBAAJbeGAzZ0_IsusFiErvAfxsDiW9dv4wAAIDCwAC1_CZScADejNEO4_XHgQ.wav,9837
Sen boʻlmaydi deysan,AwACAgIAAxkBAAITEV-jDIFKYOzeKCyapZEWe5bICu3sAAJOCgAC1jwYSYZTZWd3WfhOHgQ.wav,7377
Dunyoda abadiy sevgi-muhabbat yoʻq,AwACAgIAAxkBAAISU1-jAYTN1HLVTx2Dk7MMtI1IR4D2AALUCQAC1jwYSXy1LUCI2AfjHgQ.wav,11037
"O'tmishni o'zgartirib bo'lmaydi, ammo go'zal kelajak yaratish mumkin.",AwACAgIAAxkBAAISk1-jA9xvBxGGhvqcR8WKz7_MUGxZAAL4CQAC1jwYSWZUBRqv07JDHgQ.wav,15468
Biroq qayg‘uli voqealar shundan keyin boshlanadi,AwACAgIAAxkBAAIVT1-jtfa9R6tiTfgKHYZ17mWcecb2AAJJCQACwJ8YSc24at4aKG5xHgQ.wav,10072
Zalda gulduros qarsaklar yangraydi,AwACAgIAAxkBAAJAdl_OPFCEn6y329tHmPoV05Ui00PSAAK6CAACJN1wSnHT0tAnwl6UHgQ.wav,10501
"Shuningdek, boshqaruv matematik modelini yaratyapmiz.",AwACAgIAAxkBAAJDW1_wPiFrZfJwuKCzeilZclKnpgZqAAI7CQAClqmAS0iT1jjHJXCcHgQ.wav,15794
Zolotoy toychoq mukofotiga sazovor bo‘lgan,AwACAgIAAxkBAAJD5l_wQxrBu2CAkHCGGCmNtDGf4ksgAAKECQAClqmAS5GeSTfx4O2jHgQ.wav,15109
Qoidalarni va nazariyalarni ayniqsa ularni buzadiganlar yaxshi bilishi kerak.,AwACAgIAAxkBAAJEZl_wRlSjOrBJnebzEGZD3JqFCRzpAALICQAClqmAS2-ZzwINtq9OHgQ.wav,21677
"Shuningdek, boshqaruv matematik modelini yaratyapmiz.",AwACAgIAAxkBAAJE_F_91kb-KZXAC5fqDq3dlrE9NiZaAALqCwACrSjxSzLXmIvluvOlHgQ.wav,30745
Men ham qo‘shilib yig‘lar edim,AwACAgIAAxkBAAJFqmAFb2tz-r_kytIyTiGaaSHu6cOdAAIXCwACnDcpSIPmIIhYIJkUHgQ.wav,7043
Qilichbozlikda Temurbek hammadan ustun keldi,AwACAgIAAxkBAAJFzGAFb97adXU8YlS2VlFk2yIZjtoUAAIoCwACnDcpSMknzonmbOIQHgQ.wav,10120
yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAJF_2AF9QYG0aMQqrbeIv5KD6Or6Zi9AAL3DAACWooxSGcAAamfDvN-Nh4E.wav,16375
"Elektron kutubxonada javonlar vazifasini jildlar, kitoblar vazifasini esa Internet saxifalari bajaradi.",AwACAgIAAxkBAAJGG2AF9kCSGl5F6fR4JJZ_l-vdy-dtAAIFDQACWooxSK9Q5hVG24YjHgQ.wav,24683
bu esa iste'molni oshirish paytida tabiiy gazni teng taqsimlash imkoniyatiga ega emasligini ma'lum qildi.,AwACAgIAAxkBAAJa-mAzZpsK7KlTY91m7eLIMrUq566EAALtCgAC1_CZSZpmRvYRiTyvHgQ.wav,25025
Bu yilgi Nobel mukofoti sovrindorlarini akademik shajara daraxti.,AwACAgEAAxkBAAJbumAzZ8Qvu-xrcTPSE1s6fcjTcZu2AALTAQACBfKYRSfs9GDU60hpHgQ.wav,24470
O’zbek musiqiy sana’ti afsonasi Ruslan Sharipov vafot etibdi.,AwACAgEAAxkBAAJc82AzapoNjRSOZbrhytHQLx37bMh1AAILAgACBfKYRQ4_CcoV5CJ2HgQ.wav,24358
Otasining tashvishlari ko‘p,AwACAgIAAxkBAAJe82AzbiUKYdf65-Anf6zQHTeXYv0iAALbCwACSwiYSTHTi4lSLqxmHgQ.wav,6745
AQSh bilan solishtirish ham mantiqsiz,AwACAgIAAxkBAAEBujxgOLV83RwfBvD_xjWza7L5qVuocwACMAoAAjdFyUlC9BY9t95_jx4E.wav,10172
"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAILSl-hqMr4UGrDCxEGbk-od_RLY0IoAAJ7CQAC7FIQSczQL4EaPe0yHgQ.wav,31241
yozganlarim koʻzimga g‘aribdan g‘arib ko‘rindi,AwACAgIAAxkBAAIKzF-hpqEOumLaek5AqDqG5wwp_cPrAAILCAAC-QoQSTkNcgoBL1qNHgQ.wav,17564
muhabbat biz uni o‘zimiz qanday yaratsak o‘shanday bo‘ladi,AwACAgIAAxkBAAISVV-jAZX3vHhc_DbgFectBccFfanWAALVCQAC1jwYSRYAARd3MeJqxB4E.wav,16410
Cheklovlar kompaniyaning bulutli xizmatlariga ko‘proq samarali bo‘lgan.,AwACAgIAAxkBAAISlV-jA-3GT0Th6_pBw9-_FG7PkKuhAAL5CQAC1jwYSe3Ut2zZg966HgQ.wav,17941
Aksariyat masalalar bo’yicha o’z fikrim bo’lmasligiga harakat qilyapman.,AwACAgIAAxkBAAIYJF-ks9iZbEeLfY0nCYfoRjYJ2yqIAALNCgACwJ8gSVl8j-Xc2ZEKHgQ.wav,14951
vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIZBl-kxiTM7lPSW6TZwWD76myHGGbFAAJ5CgACpu4pSXlJmqtyTyUsHgQ.wav,33978
"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAI_eV_L3F4L72RcgH1lKMMFvWFKkSzGAALsCQACLHdgSnH-7M21OQENHgQ.wav,25413
U xotiniga sadoqatli chiqib qoldi,AwACAgIAAxkBAAJAeF_OPHNdRZ87AfzYl1Rk0A2vhlG6AAK7CAACJN1wSt1OuILETzxBHgQ.wav,8648
Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAJDXV_wPiq7zupiWiqg4mqkeBUIr1zbAAI8CQAClqmAS8udGrtjxH1eHgQ.wav,18345
Qariyalar xomush tortishdi,AwACAgIAAxkBAAJDqF_wQf8UTHCchxfSH5ssJ3tgdh2eAAJiCQAClqmAS4k_pYZkzmhmHgQ.wav,8304
Ammo u yolg‘iz emasdi,AwACAgIAAxkBAAJDxF_wQmxf21LQ6b8oEeI4MTfat_8QAAJxCQAClqmAS9h63L3WpcUcHgQ.wav,7262
Konvertatsiya uch yildan beri erkin.,AwACAgIAAxkBAAJERF_wRX7a0CwPAUMThLLbDZmdFY_VAAK3CQAClqmAS8xt8VP8olmKHgQ.wav,10246
Bu kutubxonadan foydalanish juda qulay.,AwACAgIAAxkBAAJEn1_0NKmZgESp-VltUdCpPvNMLDhxAALaCQACnh2gS8ZMKNge1ePPHgQ.wav,11171
Mazkur iltimosnoma yuzasidan taraflar fikri so‘ralgach,AwACAgIAAxkBAAJFbGAFaG-t2bgpDWWj9gTh-MnnpiNDAALzCgACnDcpSP5nwfSSaVmjHgQ.wav,10490
Zebo yigit bo‘libdur,AwACAgIAAxkBAAJFkGAFbxT7DaRkDk-mLgM4610HgflmAAIKCwACnDcpSOxh1Mx6OkIyHgQ.wav,5947
Bu kutubxona ma`lumotlari elektron ko`rinishda bo`ladi va ular kompyuterda joylashadi.,AwACAgIAAxkBAAJGHWAF9lHm3NxhPhLbBPp6P4b1njE8AAIGDQACWooxSP7CYx_NCZ0DHgQ.wav,18683
vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAJHh2AeimhwkhXEiSfOfG1Z3N5IRmw2AAJLCwACRNLxSC7s0sn5DbSqHgQ.wav,30305
Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAJbGGAzZsXezutq6fAlq42vZgn4nPwAA40LAAJLCJhJaus7kcO11AweBA.wav,10781
Mazkur iltimosnoma yuzasidan taraflar fikri so‘ralgach,AwACAgIAAxkBAAJcV2AzaXa3UixBoXcvZv9-DHcNkIMBAAKlCwACSwiYSX8lL7yl6qiDHgQ.wav,10197
AQShda yangi ish joylari yaratilishi statistikasi Yevropa mamlakatlaridan ancha yaxshi ko’rinyapti.,AwACAgEAAxkBAAJdEWAzar8Dd5PBuS8wnf7J6Gm__xO4AAINAgACBfKYRXgBibbTkb0pHgQ.wav,37188
Qariyalar xomush tortishdi,AwACAgIAAxkBAAJeT2AzbKWrZVGH5kQ_EgNNuHTn7RnEAALACwACSwiYSa8DqVUUCsWsHgQ.wav,6626
Barchani shu kun bilan tabriklayman!,AwACAgIAAxkBAAILTF-hqMyTYObFhA8xIui8fufbmEUKAAJHCAAC-QoQSXFTtkdURUNTHgQ.wav,10393
Ustigа kichkinаginа bir to‘shаkni yoydi,AwACAgIAAxkBAAIKzl-hpqg6pCPGsaYzepBks_v89CAkAAIMCAAC-QoQSeagpZzUAdpKHgQ.wav,15601
ularning hayotlarida yashamog'ingdan hayrliroqdir,AwACAgIAAxkBAAIS11-jCfCYAWSPk05HcFG4WXwg8rV1AAIoCgAC1jwYSafH4RMObm2IHgQ.wav,15564
Ushbu avtomobil tannarxini tushirish uchun uning konstruksiya qismlarini maksimal darajada saqlab qolish harakatidamiz.,AwACAgIAAxkBAAIBUV-g8W30mNZlaGQO8Wg6W8EEJK8lAAJ1CQACeMsISc8LYRhET-vcHgQ.wav,21782
Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgEAAxkBAAIUbF-jjwxo9XqoL0FacPwWS7iIX6l9AAKnAAMKESFFflByc_D4NDEeBA.wav,10597
Yangi avlod patlar bilan bezatilgan soch turmagiga o‘tsin,AwACAgIAAxkBAAIVG1-jtT3arvj5yZg7gkcuGzlBx22oAAIvCQACwJ8YSabz57w6HdTQHgQ.wav,12604
Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAIYmV-kuup-vpNCNFZXjzgh4OCWFpIdAALJCgACf28hSS9xZ9eEoqatHgQ.wav,9328
"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",AwACAgIAAxkBAAI_e1_L3HjtKkLsMHMP5CbIj1RNcjo1AALtCQACLHdgSsTZJe7m7bzqHgQ.wav,41331
Lekin bunga imkon berishmaydi,AwACAgIAAxkBAAJDql_wQgQDwY7aHBs7of-rqIzvi4YfAAJjCQAClqmAS3QaRyos60M5HgQ.wav,8108
Buni sababi — imkoniyatlar unchalik teng emasligi,AwACAgIAAxkBAAJEBl_wREKk_6poWQllLrHdGSJmXuu3AAKXCQAClqmAS2rAMwjwNxHzHgQ.wav,15399
Kutilgan natijalar.,AwACAgIAAxkBAAJEKl_wROs2GM1aeIWlOZVkLAsmOQchAAKpCQAClqmAS-qVXPIgZ4dJHgQ.wav,6440
Barchani shu kun bilan tabriklayman!,AwACAgIAAxkBAAJERl_wRYQlNEwhV5xMw7aBwUFLNGCuAAK4CQAClqmAS7HGs5iTu6waHgQ.wav,10534
O‘zbekistonda dollarning rasmiy kursi yana oshdi.,AwACAgIAAxkBAAJFAAFf_dZVh1GOSurNsZ4kUQofn3IbgwAC7AsAAq0o8Ut2ciXroKgHPR4E.wav,31829
U orqali Siz dunyoning ixtiyoriy nuqtasidagi elektron kutubxona ma`lumotlaridan foydalana olishingiz mumkin.,AwACAgIAAxkBAAJFUmAFZ92w0gFcueQNvUed_vqdCjXyAALiCgACnDcpSOGGXcRt6Sd-HgQ.wav,20972
"Yuk mashinasida O'zbekistonga kirib kelishadi va qamoqqa olinib, shu yerda halok bo‘lishadi",AwACAgIAAxkBAAJFkmAFbx2tUtGLbEubUOlZUo_UCb27AAILCwACnDcpSNmoYtcmflzhHgQ.wav,16396
"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",AwACAgIAAxkBAAJGA2AF9RudV9gdujxZOtxPaIY8eDqBAAL5DAACWooxSG7AG117CWr-HgQ.wav,19354
Bu kutubxonadan foydalanish juda qulay.,AwACAgIAAxkBAAJGH2AF9l6M0sDQnNbh9Z9vW0K9lkzIAAIHDQACWooxSN7wttvR6eGUHgQ.wav,9923
O‘zbekistonda dollarning rasmiy kursi yana oshdi.,AwACAgIAAxkBAAJHl2AejhhpUoUHMYYcu6qNJPjya29YAAJYCwACRNLxSKXrwThGp5kaHgQ.wav,13472
Ular Parijga kirib kelishadi,AwACAgIAAxkBAAJbXmAzZxzJKDen9bWGKm5qEUYAASUd0wAC-woAAtfwmUls38P2wUZb_R4E.wav,10317
O‘shanda o‘n to‘rt yosh,AwACAgIAAxkBAAJb3WAzZ_UoJlvEvafv7J-2GpPrwzLLAAIXCwAC1_CZSfc-6xfwnDLDHgQ.wav,8348
"Bozor biror narsani taqsmilasa, uni yetishmovchiligi kuzatilmaydi",AwACAgEAAxkBAAJcHmAzaNxOD7lhcgYZ3CrFYhIE7iWPAALoAQACBfKYRfqtfTRrvdIKHgQ.wav,23481
Ish haqi masalasi dasturchi boʻlishni istaydigan har bir kishini qiziqtiradi.,AwACAgEAAxkBAAJcXWAzaYOi9TVse0O6R_2b3Zzdy40qAAL1AQACBfKYRRrS6YPev-iBHgQ.wav,24846
Dunyodagi eng muqaddas narsalardan biri bu erkinlikdir,AwACAgIAAxkBAAILTl-hqNTVnOGE3HwMtGFrA1aa1N5kAAJICAAC-QoQSfAyVY1jIAnJHgQ.wav,19186
Stress miya imkoniyatlariga qarshi kurashadi,AwACAgIAAxkBAAIK0F-hpq-22bg2JokQA1FdHhMPYCG-AAINCAAC-QoQSRoCEeGrC1xbHgQ.wav,13643
"Kirsam, yettita o‘qituvchi qator o‘tiribdi",AwACAgIAAxkBAAIKkF-hpZwnTmrp6I4U4tM_S5VTuM96AALuBwAC-QoQSV_OmZunC1V5HgQ.wav,11802
Yangi uylarda yashaydiganlar fermerga qoʻshni boʻlishibdi.,AwACAgIAAxkBAAIYDV-ks2JV5qsCW98_ns9Otd6F7S8gAALDCgACwJ8gSXAgG5Xpbw9IHgQ.wav,12244
vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIYVl-kt-Nh9tjlzb-_LZmrhTthf8OcAAInCAACLiEpSfmXzMMqPJSUHgQ.wav,23860
Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAI_f1_L3I-1sL1OwiF7OlxCPrGqldLbAALvCQACLHdgSjLj4W0-t-pJHgQ.wav,10366
Qarzi yo’q kambag’al mamlakatlar bunga misol.,AwACAgIAAxkBAAJECF_wREqTOJHAK-mQ470f-s1bbqlpAAKYCQAClqmAS5Qzn3tJkQWIHgQ.wav,17015
Eshtimadim demanglar.,AwACAgIAAxkBAAJEMF_wRQUAAZD66pGwn2VYrsPNBeLp8AACrQkAApapgEvNI13Ta8Blax4E.wav,7669
Biroq qayg‘uli voqealar shundan keyin boshlanadi,AwACAgIAAxkBAAJF1mAFcAZ4AAFRKAnMqibJ-8mkU20KxAACLQsAApw3KUhApiD8hoj5Rx4E.wav,11843
Ushbu avtomobil tannarxini tushirish uchun uning konstruksiya qismlarini maksimal darajada saqlab qolish harakatidamiz.,AwACAgIAAxkBAAJGCWAF9U2zzC1rT5nmPCfup-snC-4wAAL8DAACWooxSL0w3OaCg_UEHgQ.wav,24545
"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",AwACAgIAAxkBAAJHj2AejNqZ_1SbGVchqmpwncWpvDxWAAJUCwACRNLxSOOUIuKIHkXlHgQ.wav,33026
Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAJHlWAejgd-FonzAAERfhg8S4H55yjUVAACVwsAAkTS8Ugtl7xmIF99kR4E.wav,14909
"Elektron kutubxonadan foydalanishingiz uchun kompyuter, modem va Internet tarmog`i bo`lishi yetarli.",AwACAgIAAxkBAAJa4WAzZmoz1DHEPv7P4jRZciWJjqz5AALoCgAC1_CZSblHLd3Ei7iMHgQ.wav,25874
Qanday qilib ingliz tili grammatikasini oson o’rganish mumkin?,AwACAgIAAxkBAAILEV-hp-9dqVK0O9xmXnQ4kznACqJ0AAItCAAC-QoQSTXQXK77seTlHgQ.wav,15222
"Bashorat qilish juda qiyin narsa, ayniqsa kelajakda nima bo’lishini bashorat qilish.",AwACAgIAAxkBAAIVY1-jtlFbLqjfXndakRbWfoAlrLV2AAJUCQACwJ8YSSA7k_MxsQVdHgQ.wav,16557
Nazariyani bilish kerak.,AwACAgIAAxkBAAIYD1-ks2cfXpr_gDshMmD6Su5wHFBlAALECgACwJ8gSRTiiGkBghFXHgQ.wav,7558
"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",AwACAgIAAxkBAAI_gV_L3JgJmaW5djii9H913Ip11GAgAALwCQACLHdgSnoLCF7bIJPAHgQ.wav,22610
Biz boynikida qo‘nadigan bo‘ldik,AwACAgIAAxkBAAJAgF_OPQJWsCUZoKHmTMUXWfHKGhlYAALACAACJN1wSmwXwmWPBDDWHgQ.wav,9733
O‘zbekistonda dollarning rasmiy kursi yana oshdi.,AwACAgIAAxkBAAJDIV_lqdO6QNJWUqMaT7gpRoD6GFf_AAI2CgACBnMwS8dOOzcm0c5LHgQ.wav,10076
"Qarasa, haqiqatan ham kesak ekan",AwACAgIAAxkBAAJDyl_wQoS_Pr0NzVEqz05ga6s7Tm8VAAJ0CQAClqmAS7F8t9gnG4YgHgQ.wav,11918
